Education_Sector,Entity_Type,School_Name,School_Type,School_Status,Address,Suburb,State,Postcode,Full_Phone_No,LGA_ID,LGA_Name,Lng,Lat
Government,1,Edenhope College,Pri/Sec,O,40-48 Lake Street,Edenhope,VIC,3318,03 5585 1277,689,West Wimmera (S),141.2985627,-37.03342876
Government,1,Murrayville Community College,Pri/Sec,O,20 Francis Street,Murrayville,VIC,3512,03 5095 2001,478,Mildura (RC),141.1773365,-35.26557452
Government,1,Hawkesdale P12 College,Pri/Sec,O,65 Mitchell Street,Hawkesdale,VIC,3287,03 5560 7225,549,Moyne (S),142.319173,-38.106976
Government,1,Carwatha College P-12,Pri/Sec,O,43-81 Browns Road,Noble Park,VIC,3174,03 9795 5848,267,Greater Dandenong (C),145.188726,-37.942845
Government,1,Glen Waverley South Primary School,Primary,O,Whites Lane,Glen Waverley,VIC,3150,03 9560 6371,497,Monash (C),145.1676109,-37.89685885
Government,1,Streeton Primary School,Primary,O,209 Yallambie Road,Yallambie,VIC,3085,03 9435 6070,66,Banyule (C),145.102224,-37.721556
Government,1,Woorinen District Primary School,Primary,O,49 Palmer Street,Woorinen South,VIC,3588,03 5037 6514,661,Swan Hill (RC),143.4537404,-35.29040896
Government,1,Woady Yaloak Primary School,Primary,O,50 Becker Street,Smythesdale,VIC,3351,03 5342 8565,249,Golden Plains (S),143.6842973,-37.64352309
Government,1,Millwarra Primary School,Primary,O,Cavanagh Road,Millgrove,VIC,3799,03 5966 2518,745,Yarra Ranges (S),145.6518558,-37.75278559
Government,1,Gormandale And District Primary School,Primary,O,38 Main Street,Gormandale,VIC,3873,03 5197 7444,681,Wellington (S),146.703208,-38.294177
Government,1,Roxburgh Homestead Primary School,Primary,O,21-33 Mcpherson Boulevard,Roxburgh Park,VIC,3064,03 9305 1688,327,Hume (C),144.916279,-37.632064
Government,1,Newcomb Park Primary School,Primary,O,7 - 25 Richard Street,Newcomb,VIC,3219,03 5248 4176,275,Greater Geelong (C),144.394953,-38.165163
Government,1,Dinjerra Primary School,Primary,O,44 South Road,Braybrook,VIC,3019,03 9311 1598,433,Maribyrnong (C),144.856117,-37.791693
Government,1,Belle Vue Park Primary School,Primary,O,Morell Street,Glenroy,VIC,3046,03 9306 7900,525,Moreland (C),144.943937,-37.701198
Government,1,Doncaster Gardens Primary School,Primary,O,Sandhurst Avenue,Doncaster East,VIC,3109,03 9848 5282,421,Manningham (C),145.1479,-37.781607
Government,1,Nyah District Primary School,Primary,O,53-59 Monash Avenue,Nyah West,VIC,3595,03 5030 2548,661,Swan Hill (RC),143.343189,-35.186082
Government,1,Strathaird Primary School,Primary,O,20 Sherwood Road,Narre Warren South,VIC,3805,03 9705 3800,161,Casey (C),145.28692,-38.06312
Government,1,Marnebek School Cranbourne,Special,O,9 New Holland Drive,Cranbourne East,VIC,3977,03 5996 3858,161,Casey (C),145.2964999,-38.11020493
Government,1,Great Ryrie Primary School,Primary,O,51A Great Ryrie Street,Heathmont,VIC,3135,03 9870 6098,441,Maroondah (C),145.237626,-37.823797
Government,1,Timbarra P-9 College,Pri/Sec,O,159-197 Parkhill Drive,Berwick,VIC,3806,03 9704 2744,161,Casey (C),145.3226276,-38.01557462
Government,1,Parkwood Green Primary School,Primary,O,178 Community Hub,Hillside,VIC,3037,03 9449 3600,465,Melton (C),144.74446,-37.699206
Government,1,Hillsmeade Primary School,Primary,O,82S The Promenade,Narre Warren South,VIC,3805,03 9704 6313,161,Casey (C),145.307463,-38.06472
Government,1,Roxburgh Park Primary School,Primary,O,7-21 Almands Avenue,Roxburgh Park,VIC,3064,03 9303 9335,327,Hume (C),144.931401,-37.634239
Government,1,Carranballac P-9 College,Pri/Sec,O,Cnr Foxwood Dve & Dunnings Rd,Point Cook,VIC,3030,03 9395 3533,726,Wyndham (C),144.743132,-37.884736
Government,1,Benton Junior College,Primary,O,261 Racecourse Road,Mornington,VIC,3931,03 5973 9100,534,Mornington Peninsula (S),145.061114,-38.245946
Government,1,Caulfield Primary School,Primary,O,724 Glen Huntly Road,Caulfield South,VIC,3162,03 9523 7932,231,Glen Eira (C),145.0200308,-37.888054
Government,1,East Gippsland Specialist School,Special,O,31 Calvert Street,Bairnsdale,VIC,3875,03 5152 5922,211,East Gippsland (S),147.598997,-37.828711
Government,1,Roxburgh Rise Primary School,Primary,O,35 - 59 Lockwood Drive,Roxburgh Park,VIC,3064,03 9305 4334,327,Hume (C),144.923504,-37.616207
Government,1,Lynbrook Primary School,Primary,O,Paterson Drive,Lynbrook,VIC,3975,03 8787 5390,161,Casey (C),145.248986,-38.05239
Government,1,South Gippsland Specialist School,Special,O,13 Horn Street,Leongatha,VIC,3953,03 5662 4496,617,South Gippsland (S),145.9572894,-38.47819065
Government,1,Laurimar Primary School,Primary,O,Armidale Road,Doreen,VIC,3754,03 9717 7100,707,Whittlesea (C),145.126874,-37.585823
Government,1,Truganina South Primary School,Primary,O,3-19 Parkvista Drive,Truganina,VIC,3029,03 9296 1800,726,Wyndham (C),144.725651,-37.86453
Government,1,Kororoit Creek Primary School,Primary,O,130 Tenterfield Drive,Burnside Heights,VIC,3023,03 8358 0600,465,Melton (C),144.754581,-37.735031
Government,1,Harvest Home Primary School,Primary,O,365 Harvest Home Road,Epping,VIC,3076,03 8468 9000,707,Whittlesea (C),145.00226,-37.622078
Government,1,Truganina P-9 College,Pri/Sec,O,55 Clearwood Drive,Truganina,VIC,3029,03 9368 9800,726,Wyndham (C),144.7190874,-37.83876718
Government,1,Burnside Primary School,Primary,O,35 Lexington Drive,Burnside,VIC,3023,03 8578 6310,465,Melton (C),144.75289,-37.74566
Government,1,Berwick Chase Primary School,Primary,O,72 Viewgrand Drive,Berwick,VIC,3806,03 9707 7799,161,Casey (C),145.346961,-38.067433
Government,1,Pakenham Lakeside Primary School,Primary,O,23 Shearwater Drive,Pakenham,VIC,3810,03 5940 9532,145,Cardinia (S),145.438998,-38.068457
Government,1,Davis Creek Primary School,Primary,O,65 Wootten Road,Tarneit,VIC,3029,03 9749 9800,726,Wyndham (C),144.660236,-37.855876
Government,1,Pakenham Springs Primary School,Primary,O,5 Livingstone Boulevard,Pakenham,VIC,3810,03 5945 7400,145,Cardinia (S),145.470076,-38.084508
Government,1,Taylors Hill Primary School,Primary,O,40-50 Loddon Drive,Taylors Hill,VIC,3037,03 9361 4900,465,Melton (C),144.7599018,-37.71669468
Government,1,Cranbourne Carlisle Primary School,Primary,O,15 Silky Oak Drive,Cranbourne,VIC,3977,03 5991 3600,161,Casey (C),145.289059,-38.087532
Government,1,Aurora School,Special,O,96 Holland Road,Blackburn South,VIC,3130,03 8878 9878,698,Whitehorse (C),145.1507912,-37.84017872
Government,1,Derrimut Primary School,Primary,O,40 Lennon Parkway,Derrimut,VIC,3026,03 8361 1000,118,Brimbank (C),144.7632008,-37.78926806
Government,1,Epping Views Primary School,Primary,O,20 Mansfield Street,Epping,VIC,3076,03 8401 3791,707,Whittlesea (C),145.024015,-37.628439
Government,1,Echuca Twin Rivers Primary School,Primary,O,66 Wilkinson Drive,Echuca,VIC,3564,03 5410 7700,137,Campaspe (S),144.724074,-36.140162
Government,1,Cranbourne East Primary School,Primary,O,2 Bowyer Avenue,Cranbourne East,VIC,3977,03 5990 0400,161,Casey (C),145.304437,-38.106281
Government,1,Yuille Park P-8 Community College,Pri/Sec,O,39 Violet Grove,Wendouree,VIC,3355,03 5339 5555,57,Ballarat (C),143.820396,-37.527504
Government,1,Lyndhurst Primary School,Primary,O,70 Brookwater Parade,Lyndhurst,VIC,3975,03 8768 6700,161,Casey (C),145.254082,-38.07496
Government,1,Aitken Creek Primary School,Primary,O,51-81 Grevillea Street,Craigieburn,VIC,3064,03 8338 3700,327,Hume (C),144.905568,-37.58175
Government,1,Reservoir Views Primary School,Primary,O,73-91 Hickford Street,Reservoir,VIC,3073,03 9460 6995,189,Darebin (C),145.022725,-37.705518
Government,1,Meadows Primary School,Primary,O,41 Gerbert Street,Broadmeadows,VIC,3047,03 9309 2573,327,Hume (C),144.92956,-37.687539
Government,1,Mernda Park Primary School,Primary,O,40 Riverdale Boulevard,Mernda,VIC,3754,03 8776 9700,707,Whittlesea (C),145.096935,-37.614026
Government,1,Sunshine Harvester Primary School,Primary,O,132 Hertford Road,Sunshine,VIC,3020,03 9311 1234,118,Brimbank (C),144.845687,-37.782934
Government,1,Pakenham Primary School,Primary,O,50 Atlantic Drive,Pakenham,VIC,3810,03 5918 3900,145,Cardinia (S),145.5108401,-38.06393707
Government,1,Alamanda K-9 College,Pri/Sec,O,86-100 Alamanda Boulevard,Point Cook,VIC,3030,03 8376 5200,726,Wyndham (C),144.741329,-37.908238
Government,1,Whitehorse Primary School,Primary,O,70-86 Junction Road,Blackburn North,VIC,3130,03 9878 9339,698,Whitehorse (C),145.1669863,-37.80746673
Government,1,Golden Square Primary School,Primary,O,19 - 31  Maple Street,Golden Square,VIC,3555,03 5443 6877,262,Greater Bendigo (C),144.2573028,-36.77060344
Government,1,Lalor Gardens Primary School,Primary,O,134 Kingsway Drive,Lalor,VIC,3075,03 9465 1351,707,Whittlesea (C),145.0013492,-37.66369312
Government,1,Chandler Park Primary School,Primary,O,Cochrane Avenue,Keysborough,VIC,3173,03 9798 2228,267,Greater Dandenong (C),145.180477,-37.992396
Government,1,Keysborough Primary School,Primary,O,33 Coomoora Road,Springvale South,VIC,3172,03 9798 4764,267,Greater Dandenong (C),145.152418,-37.982629
Government,1,Lyndale Greens Primary School,Primary,O,1 - 19 Oakwood Avenue,Dandenong North,VIC,3175,03 9795 2271,267,Greater Dandenong (C),145.204651,-37.965052
Government,1,Athol Road Primary School,Primary,O,159-167 Athol Road,Springvale South,VIC,3172,03 9547 1224,267,Greater Dandenong (C),145.149968,-37.971049
Government,1,Springvale Rise Primary School,Primary,O,32-52 Wareham Street,Springvale,VIC,3171,03 9546 3799,267,Greater Dandenong (C),145.159045,-37.939258
Government,1,Spring Parks Primary School,Primary,O,24 Erica Street,Springvale,VIC,3171,03 9546 6402,267,Greater Dandenong (C),145.139507,-37.958843
Government,1,Keilor Views Primary School,Primary,O,18 Swindon Crescent,Keilor Downs,VIC,3038,03 9367 7466,118,Brimbank (C),144.809188,-37.717649
Government,1,Wyndham Park Primary School,Primary,O,59-77 Kookaburra Avenue,Werribee,VIC,3030,03 9741 4549,726,Wyndham (C),144.67655,-37.884867
Government,1,Lightning Reef Primary School,Primary,O,74 Holmes Road,Bendigo,VIC,3550,03 5443 2501,262,Greater Bendigo (C),144.268441,-36.736915
Government,1,Glenroy Central Primary School,Primary,O,10 Logan Street,Glenroy,VIC,3046,03 9306 4144,525,Moreland (C),144.925037,-37.704276
Government,1,William Ruthven Primary School,Primary,O,60 Merrilands Road,Reservoir,VIC,3073,03 9460 1668,189,Darebin (C),145.0027816,-37.69666885
Government,1,Newbury Primary School,Primary,O,202-226 Newbury Boulevard,Craigieburn,VIC,3064,03 8691 6900,327,Hume (C),144.909548,-37.570989
Government,1,Dallas Brooks Community Primary School,Primary,O,26-36 King Street,Dallas,VIC,3047,03 9309 1181,327,Hume (C),144.941852,-37.670302
Government,1,Horsham Primary School,Primary,O,38 Baillie Street,Horsham,VIC,3400,03 5382 1534,319,Horsham (RC),142.2151479,-36.71137916
Government,1,Wyndham Vale Primary School,Primary,O,85 Ribblesdale Ave,Wyndham Vale,VIC,3024,03 8754 0888,726,Wyndham (C),144.609606,-37.895558
Government,1,Officer Specialist School,Special,O,3 Parker Street,Officer,VIC,3809,03 5943 2800,145,Cardinia (S),145.4113067,-38.07078882
Government,1,Epping Primary School,Primary,O,805 High Street,Epping,VIC,3076,03 9408 6362,707,Whittlesea (C),145.0255944,-37.64485061
Government,1,Hazel Glen College,Pri/Sec,O,115 Eminence Blvd,Doreen,VIC,3754,03 9717 7500,707,Whittlesea (C),145.119368,-37.597553
Government,1,Tulliallan Primary School,Primary,O,89 Wheelers Park Drive,Cranbourne North,VIC,3977,03 8766 3100,161,Casey (C),145.327335,-38.0816
Government,1,Coolaroo South Primary School,Primary,O,52-72 Bushfield Crescent,Coolaroo,VIC,3048,03 9309 1664,327,Hume (C),144.930905,-37.66206
Government,1,Jacana School for Autism,Special,O,19-39 Landy Road,Jacana,VIC,3047,03 9309 6258,327,Hume (C),144.913093,-37.687625
Government,1,Torquay Coast Primary School,Primary,O,25 Stretton Drive,Torquay,VIC,3228,03 5218 5600,649,Surf Coast (S),144.340317,-38.303073
Government,1,Arnolds Creek Primary School,Primary,O,59 Claret Ash Boulevard,Harkness,VIC,3337,03 9732 8300,465,Melton (C),144.542859,-37.666358
Government,1,Wilandra Rise Primary School,Primary,O,25 Aayana Street,Clyde North,VIC,3978,03 5924 2500,161,Casey (C),145.319813,-38.108927
Government,1,South Melbourne Primary School,Primary,O,129-161 Ferrars Street,Southbank,VIC,3006,03 9935 9399,590,Port Phillip (C),144.9535,-37.829347
Government,1,Barton Primary School,Primary,O,90 Everlasting Boulevard,Cranbourne West,VIC,3977,03 8766 4000,161,Casey (C),145.239024,-38.114975
Government,1,John Henry Primary School,Primary,O,141 Henry Road,Pakenham,VIC,3810,03 5908 9500,145,Cardinia (S),145.442257,-38.076966
Government,1,South Melbourne Park Primary School,Primary,O,29 Albert Park Drive South,Albert Park,VIC,3206,03 9498 3396,590,Port Phillip (C),144.962696,-37.840538
Government,1,Bridgewood Primary School,Primary,O,115 Bridge Road,Officer,VIC,3809,03 8766 9400,145,Cardinia (S),145.419662,-38.071946
Government,1,Armstrong Creek School,Primary,O,100 Central Boulevard,Armstrong Creek,VIC,3217,03 5218 5100,275,Greater Geelong (C),144.367311,-38.232614
Government,1,Hamlyn Views School,Special,O,45 Calvert St,Hamlyn Heights,VIC,3215,03 5215 5700,275,Greater Geelong (C),144.332374,-38.125275
Government,1,Aireys Inlet Primary School,Primary,O,Anderson Street,Aireys Inlet,VIC,3231,03 5289 7144,649,Surf Coast (S),144.109969,-38.45737433
Government,1,Aitken Hill Primary School,Primary,O,2 Rhyolite Drive,Craigieburn,VIC,3064,03 8377 1000,327,Hume (C),144.905558,-37.601714
Government,1,Morwell Central Primary School,Primary,O,47 - 87 McDonald Street,Morwell,VIC,3840,03 5136 5568,381,Latrobe (C),146.40764,-38.231672
Government,1,Ashley Park Primary School,Primary,O,105 Orchard Road,Doreen,VIC,3754,03 8776 0200,707,Whittlesea (C),145.127284,-37.615639
Government,1,Casey Fields Primary School,Primary,O,Chapelton Road,Cranbourne East,VIC,3977,03 5992 9000,161,Casey (C),145.298408,-38.120139
Government,1,Mirripoa Primary School,Primary,O,80 Unity Drive,Mount Duneed,VIC,3217,03 5264 2000,275,Greater Geelong (C),144.328478,-38.224923
Government,1,Keysborough Gardens Primary School,Primary,O,10 Homeleigh Road,Keysborough,VIC,3173,03 9792 6800,267,Greater Dandenong (C),145.161324,-38.009508
Government,1,Docklands Primary School,Primary,O,17 Little Docklands Drive,Docklands,VIC,3008,03 9067 0100,460,Melbourne (C),144.940553,-37.812714
Government,1,Garrang Wilam Primary School,Primary,O,2 Canvas Street,Truganina,VIC,3029,03 7301 7000,726,Wyndham (C),144.72505,-37.828778
Government,1,Aintree Primary School,Primary,O,11 Timbertop Parade,Aintree,VIC,3336,03 9218 6200,465,Melton (C),144.666228,-37.723801
Government,1,Gaayip-Yagila Primary School,Primary,O,115 Blackmore Road,Mickleham,VIC,3064,03 9216 3200,327,Hume (C),144.909089,-37.528608
Government,1,Riverbend Primary School,Primary,O,1 Communal Road,Wyndham Vale,VIC,3024,03 9742 8800,726,Wyndham (C),144.625256,-37.876676
Government,1,Ramlegh Park Primary School,Primary,O,34 Thoroughbred Drive,Clyde North,VIC,3978,03 5991 5900,161,Casey (C),145.338275,-38.114885
Government,1,Alvie Primary School,Primary,O,40 Wool Wool Rd,Alvie,VIC,3249,03 5234 8256,175,Colac-Otway (S),143.50332,-38.241899
Government,1,Apollo Bay P-12 College,Pri/Sec,O,Pengilley Avenue,Apollo Bay,VIC,3233,03 5237 6483,175,Colac-Otway (S),143.660507,-38.753524
Government,1,Boisdale Consolidated School,Primary,O,69 Newry Road,Boisdale,VIC,3860,03 5145 4391,681,Wellington (S),146.979469,-37.87959
Government,1,Cobram Primary School,Primary,O,90-100 WILLIAM STREET,Cobram,VIC,3644,03 5872 1374,490,Moira (S),145.651099,-35.925108
Government,1,Cohuna Consolidated School,Primary,O,Mead St,Cohuna,VIC,3568,03 5456 2361,225,Gannawarra (S),144.213425,-35.806317
Government,1,Collingwood College,Pri/Sec,O,Cnr Cromwell St/McCutcheon Way,Collingwood,VIC,3066,03 9417 6681,735,Yarra (C),144.990497,-37.802985
Government,1,Dunkeld Consolidated School,Primary,O,93 Victoria Valley Road,Dunkeld,VIC,3294,03 5577 2384,626,Southern Grampians (S),142.340366,-37.638984
Government,1,East Loddon P-12 College,Pri/Sec,O,Dingee Road,Dingee,VIC,3571,03 5436 8300,394,Loddon (S),144.141446,-36.372222
Government,1,Foster Primary School,Primary,O,75 Pioneer Street,Foster,VIC,3960,03 5682 2370,617,South Gippsland (S),146.201995,-38.657341
Government,1,Goroke P-12 College,Pri/Sec,O,55 Natimuk-Frances Road,Goroke,VIC,3412,03 5386 1024,689,West Wimmera (S),141.48354,-36.715786
Government,1,Heywood Consolidated School,Primary,O,51 Kentbruck Road,Heywood,VIC,3304,03 5527 1200,241,Glenelg (S),141.612925,-38.127523
Government,1,Kiewa Valley Primary School,Primary,O,81 Kiewa East Road,Tangambalanga,VIC,3691,02 6027 3275,335,Indigo (S),147.038773,-36.251053
Government,1,Lavers Hill K-12 College,Pri/Sec,O,Great Ocean Road,Lavers Hill,VIC,3238,03 5237 3213,175,Colac-Otway (S),143.383051,-38.681844
Government,1,Lockington Consolidated School,Primary,O,20 Burns Street,Lockington,VIC,3563,03 5486 2474,137,Campaspe (S),144.536638,-36.265769
Government,1,Manangatang P-12 College,Pri/Sec,O,4105 Mallee Highway,Manangatang,VIC,3546,03 5035 1270,661,Swan Hill (RC),142.884879,-35.056234
Government,1,Terang College,Pri/Sec,O,45 Strong Street,Terang,VIC,3264,03 5592 1349,183,Corangamite (S),142.921395,-38.246282
Government,1,Merino Consolidated School,Primary,O,49 Paschendale Road,Merino,VIC,3310,03 5579 1305,241,Glenelg (S),141.5483064,-37.70636625
Government,1,Rushworth P-12 College,Pri/Sec,O,45 Heily Street,Rushworth,VIC,3612,03 5856 1230,137,Campaspe (S),145.014399,-36.583317
Government,1,Macleod College,Pri/Sec,O,Carwarp Street,Macleod,VIC,3085,03 9459 0222,66,Banyule (C),145.072218,-37.724746
Government,1,Pakenham Consolidated School,Primary,O,2 Rundell Way,Pakenham,VIC,3810,03 5941 1511,145,Cardinia (S),145.464663,-38.065371
Government,1,Poowong Consolidated School,Primary,O,5 Gardner Lane,Poowong,VIC,3988,03 5659 2356,617,South Gippsland (S),145.769703,-38.342481
Government,1,Port Fairy Consolidated School,Primary,O,Albert Street,Port Fairy,VIC,3284,03 5568 1051,549,Moyne (S),142.228225,-38.386616
Government,1,Red Hill Consolidated School,Primary,O,341 Arthurs Seat Road,Red Hill,VIC,3937,03 5989 2321,534,Mornington Peninsula (S),144.995269,-38.366681
Government,1,Sherbrooke Community School,Pri/Sec,O,311 Mt Dandenong Tourist Road,Sassafras,VIC,3787,03 9755 2007,745,Yarra Ranges (S),145.349444,-37.868244
Government,1,Tongala Primary School,Primary,O,28 Miller Street,Tongala,VIC,3621,03 5859 0551,137,Campaspe (S),144.956517,-36.252149
Government,1,Werrimull P-12 School,Pri/Sec,O,5 McDonald Street,Werrimull,VIC,3496,03 5028 1251,478,Mildura (RC),141.593839,-34.390411
Government,1,Camperdown College,Pri/Sec,O,1 Wilson Street,Camperdown,VIC,3260,03 5593 1617,183,Corangamite (S),143.145435,-38.239731
Government,1,Timboon P-12 School,Pri/Sec,O,Bailey Street,Timboon,VIC,3268,03 5598 3381,183,Corangamite (S),142.975889,-38.484056
Government,1,Virtual School Victoria,Pri/Sec,O,315 Clarendon Street,Thornbury,VIC,3071,03 8480 0000,189,Darebin (C),145.025701,-37.76204
Government,1,Wedderburn College,Pri/Sec,O,15-29 Hospital Street,Wedderburn,VIC,3518,03 5494 3011,394,Loddon (S),143.61877,-36.417022
Government,1,Victorian School Of Languages,Pri/Sec,O,315 Clarendon Street,Thornbury,VIC,3071,03 9474 0500,189,Darebin (C),145.0258329,-37.7619483
Government,1,Avenues Education,Special,O,Level 2 999 Nepean Highway,Moorabbin,VIC,3189,03 8552 0588,343,Kingston (C),145.036279,-37.934579
Government,1,Monash Children's Hospital School,Special,O,246 Clayton Road,Clayton,VIC,3168,03 8572 3100,497,Monash (C),145.124252,-37.91938
Government,1,Mount Erin Secondary College,Secondary,O,43 Robinsons Road,Frankston South,VIC,3199,03 5971 6000,217,Frankston (C),145.14663,-38.174118
Government,1,Box Hill Senior Secondary College,Secondary,O,Dunloe Avenue,Mont Albert North,VIC,3129,03 9890 0571,698,Whitehorse (C),145.111907,-37.809243
Government,1,Edgars Creek Secondary College,Secondary,O,2 Steen Avenue,Wollert,VIC,3750,03 9134 8200,707,Whittlesea (C),145.005071,-37.609492
Government,1,Elevation Secondary College,Secondary,O,199 Elevation Boulevard,Craigieburn,VIC,3064,03 8339 8000,327,Hume (C),144.890252,-37.598288
Government,1,Cobden Technical School,Secondary,O,Mckenzie Street,Cobden,VIC,3266,03 5595 1202,183,Corangamite (S),143.0636059,-38.32403633
Government,1,Lyndhurst Secondary College,Secondary,O,950 South Gippsland Highway,Cranbourne,VIC,3977,03 5996 0144,161,Casey (C),145.271028,-38.075386
Government,1,Daylesford Secondary College,Secondary,O,39 Smith Street,Daylesford,VIC,3460,03 5348 2367,291,Hepburn (S),144.151851,-37.33466597
Government,1,Dromana Secondary College,Secondary,O,110 Harrisons Road,Dromana,VIC,3936,03 5987 2805,534,Mornington Peninsula (S),145.013582,-38.342636
Government,1,Grovedale College,Secondary,O,19 Wingarra Drive,Grovedale,VIC,3216,03 5245 4545,275,Greater Geelong (C),144.327441,-38.210399
Government,1,Irymple Secondary College,Secondary,O,975 - 1011  Karadoc Ave,Irymple,VIC,3498,03 5024 5407,478,Mildura (RC),142.1647031,-34.23232674
Government,1,Crusoe 7-10 Secondary College,Secondary,O,57 - 75 Olympic Parade,Kangaroo Flat,VIC,3555,03 5447 7722,262,Greater Bendigo (C),144.23367,-36.788647
Government,1,Peter Lalor Secondary College,Secondary,O,35 Duncan Road,Lalor,VIC,3075,03 9464 0122,707,Whittlesea (C),145.0131559,-37.66690584
Government,1,Lilydale Heights College,Secondary,O,17-19 Nelson Road,Lilydale,VIC,3140,03 9735 1133,745,Yarra Ranges (S),145.3414068,-37.7458221
Government,1,Staughton College,Secondary,O,Wilson Road,Melton South,VIC,3338,03 9743 4622,465,Melton (C),144.568689,-37.708365
Government,1,Chaffey Secondary College,Secondary,O,261-289 Deakin Avenue,Mildura,VIC,3500,03 5023 0538,478,Mildura (RC),142.147985,-34.19573
Government,1,Bentleigh Secondary College,Secondary,O,Vivien St,Bentleigh East,VIC,3165,03 9579 1044,231,Glen Eira (C),145.059798,-37.927357
Government,1,Mount Clear College,Secondary,O,59 Olympic Avenue,Mount Clear,VIC,3353,03 5330 1500,57,Ballarat (C),143.876673,-37.607965
Government,1,Rosehill Secondary College,Secondary,O,Sapphire Street,Niddrie,VIC,3042,03 9337 2488,506,Moonee Valley (C),144.886183,-37.746679
Government,1,Northern College of the Arts and Technology,Secondary,O,62 Murray Road,Preston,VIC,3072,03 9478 1333,189,Darebin (C),145.025372,-37.740069
Government,1,Swinburne Senior Secondary College,Secondary,O,505 Burwood Road,Hawthorn,VIC,3122,03 8862 4400,111,Boroondara (C),145.040821,-37.823135
Government,1,Victorian College Of The Arts Secondary School,Secondary,O,57 Miles Street,Southbank,VIC,3006,03 8644 8644,460,Melbourne (C),144.964767,-37.828229
Government,1,Brauer Secondary College,Secondary,O,Caramut Road,Warrnambool,VIC,3280,03 5560 3888,673,Warrnambool (C),142.458924,-38.358714
Government,1,Wyndham Central Secondary College,Secondary,O,101 Shaws Road,Werribee,VIC,3030,03 9741 4911,726,Wyndham (C),144.65385,-37.888932
Government,1,Weeroona College Bendigo,Secondary,O,383 Napier Street,Bendigo,VIC,3550,03 5443 2133,262,Greater Bendigo (C),144.29798,-36.73893
Government,1,Whittlesea Secondary College,Secondary,O,55 Laurel Street,Whittlesea,VIC,3757,03 9719 1200,707,Whittlesea (C),145.1201751,-37.5150463
Government,1,Alexandra Secondary College,Secondary,O,Downey Street,Alexandra,VIC,3714,03 5770 2000,562,Murrindindi (S),145.701477,-37.19449
Government,1,Auburn High School,Secondary,O,26 Burgess Street,Hawthorn East,VIC,3123,03 9822 3247,111,Boroondara (C),145.045067,-37.83988
Government,1,Ballarat High School,Secondary,O,Sturt Street West,Ballarat,VIC,3350,03 5338 9000,57,Ballarat (C),143.818213,-37.554522
Government,1,Balwyn High School,Secondary,O,Buchanan Avenue,Balwyn North,VIC,3104,03 9819 7911,111,Boroondara (C),145.0767724,-37.79785922
Government,1,Bayswater Secondary College,Secondary,O,14 Orchard Road,Bayswater,VIC,3153,03 8720 7555,367,Knox (C),145.261998,-37.83903
Government,1,Beaufort Secondary College,Secondary,O,1/37 Park Road,Beaufort,VIC,3373,03 5349 2305,599,Pyrenees (S),143.382486,-37.438844
Government,1,Beaumaris Secondary College,Secondary,O,117 - 136 Reserve Road,Beaumaris,VIC,3193,03 8569 9200,91,Bayside (C),145.034078,-37.978396
Government,1,Beechworth Secondary College,Secondary,O,85 Balaclava Road,Beechworth,VIC,3747,03 5728 1264,335,Indigo (S),146.690764,-36.34722
Government,1,Belmont High School,Secondary,O,Rotherham Street,Belmont,VIC,3216,03 5243 5355,275,Greater Geelong (C),144.330562,-38.175654
Government,1,Bendigo Senior Secondary College,Secondary,O,40 Gaol Road,Bendigo,VIC,3550,03 5443 1222,262,Greater Bendigo (C),144.279278,-36.755301
Government,1,Berwick Secondary College,Secondary,O,Manuka Road,Berwick,VIC,3806,03 8768 1000,161,Casey (C),145.365438,-38.031398
Government,1,Blackburn High School,Secondary,O,60 Springfield Road,Blackburn,VIC,3130,03 8804 6464,698,Whitehorse (C),145.149893,-37.81037
Government,1,Outdoor School,Pri/Sec,O,1 Black Possum Road,Bogong,VIC,3699,03 5754 1732,11,Alpine (S),147.225366,-36.804077
Government,1,Box Hill High School,Secondary,O,1180 Whitehorse Road,Box Hill,VIC,3128,03 9877 1177,698,Whitehorse (C),145.137208,-37.820003
Government,1,Braybrook College,Secondary,O,352 Ballarat Road,Braybrook,VIC,3019,03 9312 2900,433,Maribyrnong (C),144.847537,-37.778257
Government,1,Brentwood Secondary College,Secondary,O,65-71 Watsons Road,Glen Waverley,VIC,3150,03 8545 0300,497,Monash (C),145.1663432,-37.89950842
Government,1,Brighton Secondary College,Secondary,O,120 Marriage Road,Brighton East,VIC,3187,03 9592 7488,91,Bayside (C),145.019119,-37.920156
Government,1,Broadford Secondary College,Secondary,O,2-12 Pinniger Street,Broadford,VIC,3658,03 5784 1200,485,Mitchell (S),145.040033,-37.204375
Government,1,Buckley Park College,Secondary,O,59-99 Cooper Street,Essendon,VIC,3040,03 9331 9999,506,Moonee Valley (C),144.897755,-37.747117
Government,1,Camberwell High School,Secondary,O,Prospect Hill Road,Canterbury,VIC,3126,03 9836 0555,111,Boroondara (C),145.072821,-37.830151
Government,1,Canterbury Girls Secondary College,Secondary,O,16 Mangarra Road,Canterbury,VIC,3126,03 9830 5099,111,Boroondara (C),145.069102,-37.820289
Government,1,Casterton Secondary College,Secondary,O,27 Mt Gambier Road,Casterton,VIC,3311,03 5581 1588,241,Glenelg (S),141.387493,-37.588796
