Education_Sector,Entity_Type,School_Name,School_Type,School_Status,Address,Suburb,State,Postcode,Full_Phone_No,LGA_ID,LGA_Name,Lng,Lat
Government,1,Williamstown Primary School,Primary,O,Cnr. Electra & Parker Street,Williamstown,VIC,3016,03 9397 1248,311,Hobsons Bay (C),144.900409,-37.863798
Government,1,Boneo Primary School,Primary,O,582 Boneo Road,Boneo,VIC,3939,03 5988 6253,534,Mornington Peninsula (S),144.887285,-38.41187
Government,1,Queenscliff Primary School,Primary,O,Cnr Stokes & Stevens Street,Queenscliff,VIC,3225,03 5258 1696,608,Queenscliffe (B),144.656211,-38.267224
Government,1,Portland North Primary School,Primary,O,42 School Road,Portland North,VIC,3305,03 5523 1482,241,Glenelg (S),141.572331,-38.317639
Government,1,Timor Primary School,Primary,O,395 Bet Bet Creek Road,Timor,VIC,3465,03 5461 2595,167,Central Goldfields (S),143.711987,-36.984224
Government,1,Apsley Primary School,Primary,O,46 Laidlaw Street,Apsley,VIC,3319,03 5586 1231,689,West Wimmera (S),141.082487,-36.973706
Government,1,Strathfieldsaye Primary School,Primary,O,9 Uxbridge Street,Strathfieldsaye,VIC,3551,03 5439 5207,262,Greater Bendigo (C),144.352908,-36.804355
Government,1,Skye Primary School,Primary,O,395 Ballarto Road,Skye,VIC,3977,03 9786 1555,217,Frankston (C),145.201245,-38.117707
Government,1,Tooborac Primary School,Primary,O,5185 Northern Highway,Tooborac,VIC,3522,03 5433 5225,485,Mitchell (S),144.798145,-37.039779
Government,1,Lucknow Primary School,Primary,O,35 Howitt Avenue,Eastwood,VIC,3875,03 5152 4662,211,East Gippsland (S),147.630748,-37.812667
Government,1,Upper Plenty Primary School,Primary,O,10 Clarkes Road,Upper Plenty,VIC,3756,03 5783 1358,485,Mitchell (S),145.057874,-37.423711
Government,1,Carlton North Primary School,Primary,O,60 Lee Street,Carlton North,VIC,3054,03 9347 4822,735,Yarra (C),144.973028,-37.791064
Government,1,Maldon Primary School,Primary,O,109 High Street,Maldon,VIC,3463,03 5475 1484,543,Mount Alexander (S),144.065814,-36.995039
Government,1,Woori Yallock Primary School,Primary,O,1360 Healesville Road,Woori Yallock,VIC,3139,03 5964 7258,745,Yarra Ranges (S),145.5326881,-37.77737209
Government,1,Moyston Primary School,Primary,O,1349 Ararat-Halls Gap Road,Moyston,VIC,3377,03 5354 2537,26,Ararat (RC),142.76785,-37.301664
Government,1,Buninyong Primary School,Primary,O,202 Simpson Street,Buninyong,VIC,3357,03 5341 3560,57,Ballarat (C),143.886252,-37.654229
Government,1,Marysville Primary School,Primary,O,15 Falls Road,Marysville,VIC,3779,03 5963 3256,562,Murrindindi (S),145.748939,-37.511982
Government,1,Langley Primary School,Primary,O,Crn Kyneton/Heathcote & Parsells Rd,Langley,VIC,3444,03 5423 4125,543,Mount Alexander (S),144.489657,-37.17118
Government,1,Wandong Primary School,Primary,O,39-51 Rail Street,Wandong,VIC,3758,03 5787 1232,485,Mitchell (S),145.027861,-37.360304
Government,1,Cowes Primary School,Primary,O,177 Settlement Road,Cowes,VIC,3922,03 5952 2132,74,Bass Coast (S),145.241315,-38.456278
Government,1,Bullarto Primary School,Primary,O,131 Bullarto South Road,Bullarto,VIC,3461,03 5348 5559,291,Hepburn (S),144.218221,-37.405379
Government,1,Lismore Primary School,Primary,O,77 William Street,Lismore,VIC,3324,03 5596 2121,183,Corangamite (S),143.3392983,-37.95459656
Government,1,Lower Plenty Primary School,Primary,O,126-146 Main Road,Lower Plenty,VIC,3093,03 9435 2585,66,Banyule (C),145.115498,-37.726172
Government,1,Specimen Hill Primary School,Primary,O,Inglewood Street,Golden Square,VIC,3555,03 5443 5353,262,Greater Bendigo (C),144.248335,-36.761874
Government,1,Bolwarra Primary School,Primary,O,249 Princes Highway,Bolwarra,VIC,3305,03 5529 2374,241,Glenelg (S),141.613797,-38.281613
Government,1,Navarre Primary School,Primary,O,High Street,Navarre,VIC,3384,03 5357 4256,581,Northern Grampians (S),143.111337,-36.900737
Government,1,Warracknabeal Primary School,Primary,O,5 Werrigar Street,Warracknabeal,VIC,3393,03 5398 1194,763,Yarriambiack (S),142.391263,-36.257875
Government,1,Moyhu Primary School,Primary,O,2799 Wangaratta-Whitfield Road,Moyhu,VIC,3732,03 5727 9298,670,Wangaratta (RC),146.383087,-36.593173
Government,1,Natte Yallock Primary School,Primary,O,10 School Road,Natte Yallock,VIC,3465,03 5462 2386,599,Pyrenees (S),143.468003,-36.942129
Government,1,Clifton Hill Primary School,Primary,O,185 Gold St,Clifton Hill,VIC,3068,03 9489 8333,735,Yarra (C),144.989245,-37.792308
Government,1,Christmas Hills Primary School,Primary,O,1409 Eltham-yarra Glen Road,Christmas Hills,VIC,3775,03 9730 1238,571,Nillumbik (S),145.304199,-37.653515
Government,1,Tallangatta Primary School,Primary,O,1 Wonga Grove,Tallangatta,VIC,3700,02 6071 2590,667,Towong (S),147.1741969,-36.21479715
Government,1,Kialla Central Primary School,Primary,O,128 Central Kialla Road,Kialla,VIC,3631,03 5827 1373,283,Greater Shepparton (C),145.431154,-36.452703
Government,1,Mount Eliza Primary School,Primary,O,Wooralla Drive,Mount Eliza,VIC,3930,03 9787 1385,534,Mornington Peninsula (S),145.092187,-38.195387
Government,1,San Remo Primary School,Primary,O,22 Bergin Grove,San Remo,VIC,3925,03 5678 5354,74,Bass Coast (S),145.369453,-38.523852
Government,1,Dimboola Primary School,Primary,O,Hindmarsh Street,Dimboola,VIC,3414,03 5389 1270,298,Hindmarsh (S),142.030403,-36.453364
Government,1,Whorouly Primary School,Primary,O,18 Church Street,Whorouly,VIC,3735,03 5727 1363,670,Wangaratta (RC),146.586653,-36.505442
Government,1,Merrijig Primary School,Primary,O,1820 Mount Buller Road,Merrijig,VIC,3723,03 5777 5559,425,Mansfield (S),146.25688,-37.102798
Government,1,Lethbridge Primary School,Primary,O,2 Stephenson Street,Lethbridge,VIC,3332,03 5281 7214,249,Golden Plains (S),144.134564,-37.969062
Government,1,Oxley Primary School,Primary,O,1050 Wangaratta-Whitfield Road,Oxley,VIC,3678,03 5727 3312,670,Wangaratta (RC),146.360637,-36.441561
Government,1,Northcote Primary School,Primary,O,33 Helen Street,Northcote,VIC,3070,03 9481 0009,189,Darebin (C),144.99688,-37.771758
Government,1,North Melbourne Primary School,Primary,O,210 Errol Street,North Melbourne,VIC,3051,03 9329 6902,460,Melbourne (C),144.950637,-37.798733
Government,1,Dandenong Primary School,Primary,O,174-182 Foster Street,Dandenong,VIC,3175,03 9792 2743,267,Greater Dandenong (C),145.219821,-37.987917
Government,1,Malmsbury Primary School,Primary,O,28 Cameron Street,Malmsbury,VIC,3446,03 5423 2284,413,Macedon Ranges (S),144.3869427,-37.187315
Government,1,Williamstown North Primary School,Primary,O,133 Melbourne Road,Williamstown,VIC,3016,03 9397 5722,311,Hobsons Bay (C),144.891757,-37.855902
Government,1,Kerang Primary School,Primary,O,75 - 79 Victoria Street,Kerang,VIC,3579,03 5450 3181,225,Gannawarra (S),143.921138,-35.731693
Government,1,Drouin West Primary School,Primary,O,535 Main Neerim Road,Drouin West,VIC,3818,03 5625 1971,83,Baw Baw (S),145.871719,-38.087115
Government,1,Meredith Primary School,Primary,O,5 Wallace Street,Meredith,VIC,3333,03 5286 1313,249,Golden Plains (S),144.0778091,-37.84271017
Government,1,Edi Upper Primary School,Primary,O,832 Edi-Cheshunt Road,Edi Upper,VIC,3678,03 5729 3560,670,Wangaratta (RC),146.448811,-36.706471
Government,1,Eaglehawk North Primary School,Primary,O,1-9 Bendigo-Pyramid Road,Eaglehawk,VIC,3556,03 5446 8366,262,Greater Bendigo (C),144.237269,-36.707066
Government,1,Mooroopna Primary School,Primary,O,16-18 O'Brien Street,Mooroopna,VIC,3629,03 5825 2060,283,Greater Shepparton (C),145.360292,-36.391363
Government,1,Cairnlea Park Primary School,Primary,O,49 Carmody Drive,Cairnlea,VIC,3023,03 9363 1187,118,Brimbank (C),144.787998,-37.758855
Government,1,Ballan Primary School,Primary,O,8-14 Duncan Street,Ballan,VIC,3342,03 5368 1072,515,Moorabool (S),144.2311016,-37.60168009
Government,1,Mount Pleasant Primary School,Primary,O,401 Cobden Street,Ballarat,VIC,3350,03 5332 3646,57,Ballarat (C),143.857806,-37.578357
Government,1,Tatura Primary School,Primary,O,28-40 Albert Street,Tatura,VIC,3616,03 5824 1684,283,Greater Shepparton (C),145.229923,-36.444966
Government,1,Toolamba Primary School,Primary,O,69-77 Wren Street,Toolamba,VIC,3614,03 5826 5212,283,Greater Shepparton (C),145.344182,-36.490521
Government,1,Harston Primary School,Primary,O,155 Harston Road,Tatura,VIC,3616,03 5854 8317,283,Greater Shepparton (C),145.141754,-36.469859
Government,1,Osbornes Flat Primary School,Primary,O,354 Osbornes Flat Road,Osbornes Flat,VIC,3691,02 6027 1415,335,Indigo (S),146.892571,-36.31716
Government,1,Frankston Primary School,Primary,O,Davey Street,Frankston,VIC,3199,03 9783 3769,217,Frankston (C),145.1240309,-38.14755735
Government,1,Donald Primary School,Primary,O,2B Walker Street,Donald,VIC,3480,03 5497 1581,127,Buloke (S),142.984628,-36.367208
Government,1,Beveridge Primary School,Primary,O,Arrowsmith Street,Beveridge,VIC,3753,03 9216 3400,485,Mitchell (S),144.977755,-37.472062
Government,1,St Kilda Primary School,Primary,O,2B Brighton Road,St Kilda,VIC,3182,03 9534 3993,590,Port Phillip (C),144.989019,-37.870223
Government,1,Cape Clear Primary School,Primary,O,1539 Scarsdale-pitfield Road,Cape Clear,VIC,3351,03 5342 2252,249,Golden Plains (S),143.6082053,-37.79195536
Government,1,Warburton Primary School,Primary,O,16 Horners Road,Warburton,VIC,3799,03 5966 2010,745,Yarra Ranges (S),145.7017044,-37.75580451
Government,1,Tallarook Primary School,Primary,O,52 Main Road,Tallarook,VIC,3659,03 5792 1752,485,Mitchell (S),145.10067,-37.096764
Government,1,Barnawartha Primary School,Primary,O,11-17 Stanely Street,Barnawartha,VIC,3688,02 6026 7227,335,Indigo (S),146.675889,-36.101309
Government,1,Fitzroy North Primary School,Primary,O,3 Fergie Street,Fitzroy North,VIC,3068,03 9481 5860,735,Yarra (C),144.984149,-37.78502
Government,1,Ashby Primary School,Primary,O,1-7 Waratah Street,Geelong West,VIC,3218,03 5223 1291,275,Greater Geelong (C),144.347098,-38.138556
Government,1,Preston Primary School,Primary,O,240 Tyler Street,Preston,VIC,3072,03 9470 1167,189,Darebin (C),145.01031,-37.730548
Government,1,Tooradin Primary School,Primary,O,Bayview Road,Tooradin,VIC,3980,03 5998 3321,161,Casey (C),145.378493,-38.207631
Government,1,Glenferrie Primary School,Primary,O,78 - 98 Manningtree Road,Hawthorn,VIC,3122,03 9818 4338,111,Boroondara (C),145.033974,-37.824048
Government,1,Elmore Primary School,Primary,O,36 Michie Street,Elmore,VIC,3558,03 5432 6247,262,Greater Bendigo (C),144.608912,-36.497198
Government,1,Dookie Primary School,Primary,O,Baldock Street,Dookie,VIC,3646,03 5828 6585,283,Greater Shepparton (C),145.682794,-36.331067
Government,1,Brighton Primary School,Primary,O,59 Wilson Street,Brighton,VIC,3186,03 9592 0177,91,Bayside (C),145.001077,-37.912211
Government,1,Natimuk Primary School,Primary,O,38 Old Noradjuha Road,Natimuk,VIC,3409,03 5387 1367,319,Horsham (RC),141.950496,-36.741235
Government,1,Murtoa College,Pri/Sec,O,Webb Street,Murtoa,VIC,3390,03 5385 2381,763,Yarriambiack (S),142.475745,-36.623495
Government,1,Big Hill Primary School,Primary,O,5644 Calder Highway,Big Hill,VIC,3555,03 5447 7022,262,Greater Bendigo (C),144.24247,-36.830583
Government,1,Clunes Primary School,Primary,O,Canterbury Street,Clunes,VIC,3370,03 5345 3182,291,Hepburn (S),143.7921149,-37.2907506
Government,1,Marnoo Primary School,Primary,O,80 Newall Street,Marnoo,VIC,3387,03 5359 2313,581,Northern Grampians (S),142.870353,-36.676853
Government,1,Beechworth Primary School,Primary,O,17 Junction Road,Beechworth,VIC,3747,03 5728 1066,335,Indigo (S),146.693567,-36.355433
Government,1,Ardmona Primary School,Primary,O,580 Turnbull Road,Ardmona,VIC,3629,03 5829 0273,283,Greater Shepparton (C),145.313066,-36.385458
Government,1,Kilmore Primary School,Primary,O,35 Lancefield Road,Kilmore,VIC,3764,03 5782 1268,485,Mitchell (S),144.947521,-37.295768
Government,1,Macarthur Primary School,Primary,O,23 Russell Street,Macarthur,VIC,3286,03 5576 1245,549,Moyne (S),142.001473,-38.030878
Government,1,Barwon Heads Primary School,Primary,O,Golf Links Road,Barwon Heads,VIC,3227,03 5254 2324,275,Greater Geelong (C),144.487039,-38.281189
Government,1,Keilor Primary School,Primary,O,25 Kennedy Street,Keilor,VIC,3036,03 9336 7098,118,Brimbank (C),144.835704,-37.716896
Government,1,Dunolly Primary School,Primary,O,8 Elgin Street,Dunolly,VIC,3472,03 5468 1111,167,Central Goldfields (S),143.733581,-36.851552
Government,1,Springhurst Primary School,Primary,O,121 Anzac Road,Springhurst,VIC,3682,03 5726 5291,670,Wangaratta (RC),146.468103,-36.184673
Government,1,Trentham District Primary School,Primary,O,8 Bridge Street,Trentham,VIC,3458,03 5424 1364,291,Hepburn (S),144.3280953,-37.38796656
Government,1,Warrenheip Primary School,Primary,O,93 Warrenheip Road,Warrenheip,VIC,3352,03 5334 7294,57,Ballarat (C),143.927428,-37.574097
Government,1,Maiden Gully Primary School,Primary,O,10 Carolyn Way,Maiden Gully,VIC,3551,03 5449 6429,262,Greater Bendigo (C),144.209702,-36.744193
Government,1,Rupanyup Primary School,Primary,O,22 Dyer Street,Rupanyup,VIC,3388,03 5385 5125,763,Yarriambiack (S),142.628612,-36.632224
Government,1,Goornong Primary School,Primary,O,26 Grant Street,Goornong,VIC,3557,03 5432 2236,262,Greater Bendigo (C),144.504683,-36.616997
Government,1,Oakleigh Primary School,Primary,O,20 Warrigal Road,Oakleigh,VIC,3166,03 9568 0558,497,Monash (C),145.088615,-37.894474
Government,1,Ceres Primary School,Primary,O,605 Barrabool Road,Ceres,VIC,3221,03 5249 1382,275,Greater Geelong (C),144.266732,-38.173549
Government,1,Malvern Central School,Primary,O,Spring Road,Malvern,VIC,3144,03 8823 9500,635,Stonnington (C),145.034401,-37.856009
Government,1,Daylesford Primary School,Primary,O,102-128 Vincent Street,Daylesford,VIC,3460,03 5348 2480,291,Hepburn (S),144.1415552,-37.34510484
Government,1,Mooroopna North Primary School,Primary,O,835 Ardmona Road,Mooroopna,VIC,3629,03 5829 0141,283,Greater Shepparton (C),145.298488,-36.329139
Government,1,Swan Reach Primary School,Primary,O,21 School Road,Swan Reach,VIC,3903,03 5156 4287,211,East Gippsland (S),147.864786,-37.821077
Government,1,Amphitheatre Primary School,Primary,O,16 School Road,Amphitheatre,VIC,3468,03 5466 2223,599,Pyrenees (S),143.399236,-37.184128
Government,1,Deans Marsh Primary School,Primary,O,30 Deans Marsh-Lorne Road,Deans Marsh,VIC,3235,03 5236 3264,649,Surf Coast (S),143.8857511,-38.39987507
Government,1,Drysdale Primary School,Primary,O,52-66 Clifton Springs Rd,Drysdale,VIC,3222,03 5251 2272,275,Greater Geelong (C),144.571747,-38.169163
Government,1,St Arnaud Primary School,Primary,O,Charlton Road,St Arnaud,VIC,3478,03 5495 1028,581,Northern Grampians (S),143.257542,-36.6102
Government,1,Nullawarre and District Primary School,Primary,O,132 Henry's Sawmill Road,Nullawarre,VIC,3268,03 5566 5267,549,Moyne (S),142.734429,-38.466755
Government,1,Macedon Primary School,Primary,O,67 Smith Street,Macedon,VIC,3440,03 5426 1518,413,Macedon Ranges (S),144.5626788,-37.41869064
Government,1,Arthurs Creek Primary School,Primary,O,900 Arthurs Creek Road,Arthurs Creek,VIC,3099,03 9714 8204,571,Nillumbik (S),145.2025016,-37.57900478
Government,1,Rye Primary School,Primary,O,Lyons St,Rye,VIC,3941,03 5985 2363,534,Mornington Peninsula (S),144.823824,-38.373116
Government,1,Buxton Primary School,Primary,O,2208 Maroondah Highway,Buxton,VIC,3711,03 5774 7341,562,Murrindindi (S),145.709051,-37.421398
Government,1,Moonambel Primary School,Primary,O,24 Humffray Street,Moonambel,VIC,3478,03 5467 2223,599,Pyrenees (S),143.320743,-36.989858
Government,1,Baringhup Primary School,Primary,O,Mitchell Street,Baringhup,VIC,3463,03 5475 2574,543,Mount Alexander (S),143.967824,-36.977004
Government,1,Longford Primary School,Primary,O,6380 South Gippsland Highway,Longford,VIC,3851,03 5149 7210,681,Wellington (S),147.088411,-38.169564
Government,1,Harkaway Primary School,Primary,O,65-67 King Road,Harkaway,VIC,3806,03 9707 1475,161,Casey (C),145.345173,-38.00085317
Government,1,Balnarring Primary School,Primary,O,1 Civic Court,Balnarring,VIC,3926,03 5931 4444,534,Mornington Peninsula (S),145.122824,-38.376723
Government,1,Carraragarmungee Primary School,Primary,O,1005 Wangaratta-Eldorado Road,Londrigan,VIC,3678,03 5725 1531,670,Wangaratta (RC),146.460861,-36.328898
Government,1,Euroa Primary School,Primary,O,Clifton Street,Euroa,VIC,3666,03 5795 2212,643,Strathbogie (S),145.572076,-36.755962
Government,1,Pyramid Hill College,Pri/Sec,O,101 Kelly Street,Pyramid Hill,VIC,3575,03 5455 7377,394,Loddon (S),144.113679,-36.04736
Government,1,Shepparton East Primary School,Primary,O,15 School Road,Shepparton East,VIC,3631,03 5829 2426,283,Greater Shepparton (C),145.479249,-36.399933
Government,1,Nicholson Primary School,Primary,O,Princes Highway,Nicholson,VIC,3882,03 5156 8220,211,East Gippsland (S),147.747912,-37.815776
Government,1,Kialla West Primary School,Primary,O,7370 Goulburn Valley Highway,Kialla West,VIC,3631,03 5823 1333,283,Greater Shepparton (C),145.389455,-36.466006
Government,1,Miners Rest Primary School,Primary,O,Dundas Street,Miners Rest,VIC,3352,03 5334 6328,57,Ballarat (C),143.795164,-37.477677
Government,1,Glenrowan Primary School,Primary,O,40 Beaconsfield Parade,Glenrowan,VIC,3675,03 5766 2221,670,Wangaratta (RC),146.222337,-36.460189
Government,1,Warrnambool Primary School,Primary,O,Jamieson Street,Warrnambool,VIC,3280,03 5561 5955,673,Warrnambool (C),142.482572,-38.377278
Government,1,Devenish Primary School,Primary,O,76 Main Road,Devenish,VIC,3726,03 5764 4343,101,Benalla (RC),145.894335,-36.32654
Government,1,Undera Primary School,Primary,O,45-55 Anderson Street,Undera,VIC,3629,03 5826 0211,283,Greater Shepparton (C),145.21893,-36.276362
Government,1,Dederang Primary School,Primary,O,4364 Kiewa Valley Highway,Dederang,VIC,3691,02 6028 9331,11,Alpine (S),147.015314,-36.469255
Government,1,Eppalock Primary School,Primary,O,149 Patons Road,Axe Creek,VIC,3551,03 5439 6366,262,Greater Bendigo (C),144.387727,-36.841773
Government,1,Silvan Primary School,Primary,O,269 Monbulk Road,Silvan,VIC,3795,03 9737 9258,745,Yarra Ranges (S),145.42132,-37.824597
Government,1,Wendouree Primary School,Primary,O,1224 Howitt Street,Wendouree,VIC,3355,03 5339 1229,57,Ballarat (C),143.828156,-37.539275
Government,1,Lancaster Primary School,Primary,O,8 Weller Road,Lancaster,VIC,3620,03 5855 2560,137,Campaspe (S),145.132822,-36.31325
Government,1,Raywood Primary School,Primary,O,18-22 Sandhurst Street,Raywood,VIC,3570,03 5436 1392,262,Greater Bendigo (C),144.204801,-36.53947
Government,1,Drummond Primary School,Primary,O,9 Lauriston Road,Drummond,VIC,3461,03 5423 9152,291,Hepburn (S),144.3301844,-37.23569513
Government,1,Puckapunyal Primary School,Primary,O,Alamein Road,Puckapunyal,VIC,3662,03 5793 1288,485,Mitchell (S),145.033509,-37.00263
Government,1,Landsborough Primary School,Primary,O,82 McKinlay Street,Landsborough,VIC,3384,03 5356 9362,599,Pyrenees (S),143.135913,-37.005861
Government,1,Lysterfield Primary School,Primary,O,Bellfield Drive,Lysterfield,VIC,3156,03 9752 7953,367,Knox (C),145.276229,-37.911598
Government,1,Winton Primary School,Primary,O,Fox Street,Winton,VIC,3673,03 5766 4233,101,Benalla (RC),146.081337,-36.51633
